trials_example.thisRepN,trials_example.thisTrialN,trials_example.thisN,trials_example.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials_study.thisRepN,trials_study.thisTrialN,trials_study.thisN,trials_study.thisIndex,text_welcome.started,text_welcome.stopped,text_intro.started,text_intro.stopped,key_resp_intro.keys,key_resp_intro.started,key_resp_intro.stopped,text_intro2.started,text_intro2.stopped,key_resp_intro2.keys,key_resp_intro2.rt,key_resp_intro2.started,key_resp_intro2.stopped,example trial,personPrimeExample,genderPrimeExample,primeExample,emotionPrimeExample,corrAnsPrimeExample,example mask time,fix300_example.started,fix300_example.stopped,image_primer_example.started,image_primer_example.stopped,scrambled.started,scrambled.stopped,text_response_example.started,text_response_example.stopped,key_resp_example.keys,key_resp_example.corr,key_resp_example.rt,key_resp_example.rt in ms,key_resp_example.started,key_resp_example.stopped,Jitter_example.started,Jitter_example.stopped,text_start.started,text_start.stopped,text_pause.started,text_pause.stopped,key_resp_pause.keys,key_resp_pause.rt,key_resp_pause.rt in ms,key_resp_pause.started,key_resp_pause.stopped,study trial,personPrimeStudy,genderPrimeStudy,primeStudy,emotionPrimeStudy,corrAnsPrimeStudy,study mask time,Block,fix300_study.started,fix300_study.stopped,image_primer_study.started,image_primer_study.stopped,scrambled_study.started,scrambled_study.stopped,text_response_study.started,text_response_study.stopped,key_resp_study.keys,key_resp_study.corr,key_resp_study.rt,key_resp_study.rt in ms,key_resp_study.started,key_resp_study.stopped,Jitter_study.started,Jitter_study.stopped,text_end.started,text_end.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710.8350447999999,712.1832765800002,space,1.3373685999999907,1337.3685999999907,710.8350447999999,712.1832765800002,0,1.0,m,004_o_m_h_a.jpg,happy,d,17,3,712.1875378000002,712.4749616800002,712.6807944,712.85077458,712.8550161999999,712.8962690800001,712.9018465000001,713.3004902800001,d,1,0.39093110000021625,390.93110000021625,712.9018465000001,713.3004902800001,713.3137113,715.24198288,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.0,m,027_o_m_h_a.jpg,happy,d,17,3,715.2460748000001,715.5419502800003,715.7525324999999,715.9044777800002,715.9046132999999,715.9408398799999,715.9423964,716.3117775799999,d,1,0.35803319999968153,358.03319999968153,715.9423964,716.3117775799999,716.3184981000002,717.61707198,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7.0,f,012_o_f_s_a.jpg,sad,a,17,3,717.6211937999999,717.91702328,717.9311822000002,718.07043438,718.0743304999999,718.11530818,718.1202550999999,718.6473244800002,a,1,0.5162279000001035,516.2279000001035,718.1202550999999,718.6473244800002,718.6558861000001,720.1420832800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5.0,m,027_o_m_h_a.jpg,happy,d,17,3,720.1450981,720.4420903799999,720.6537298000001,720.81415898,720.8191147,720.8601488800002,720.8652860999998,722.6085143799999,d,1,1.7312026999998125,1731.2026999998125,720.8652860999998,722.6085143799999,722.6169031000002,724.46720188,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6.0,m,033_o_m_s_a.jpg,sad,a,17,3,724.4729104999999,724.76729538,724.7836967999999,724.9189128800001,724.9238834999999,724.96444628,724.9695684999999,725.69112668,a,1,0.7148784000000887,714.8784000000887,724.9695684999999,725.69112668,725.6964098999999,726.9756809799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7.0,f,012_o_f_n_a.jpg,neutral,s,1,3,726.9812536000002,727.27554278,727.4865406000001,727.4948744800001,727.4957972999998,727.5300853800002,727.5298083999999,728.4264963799999,s,1,0.8826545000001715,882.6545000001715,727.5298083999999,728.4264963799999,728.4337649000001,729.9256364800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3.0,m,013_y_m_n_a.jpg,neutral,s,1,3,729.9286021,730.2256453799998,730.4546527999998,730.4629866799999,730.4639167000003,730.5018063800001,730.5016438999999,731.1247872800002,s,1,0.615014599999995,615.014599999995,730.5016438999999,731.1247872800002,731.1321817999999,732.7006487800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2.0,m,008_y_m_n_a.jpg,neutral,s,1,3,732.7047435000002,733.00063548,733.2380556,733.2463894800001,733.2473327,733.2857610799999,733.2906482000001,733.8529017799999,s,1,0.546028600000227,546.028600000227,733.2906482000001,733.8529017799999,733.8642465999999,734.89247598,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11.0,f,030_o_f_h_a.jpg,happy,d,17,3,734.8966905,735.19243768,735.3901213000001,735.5594327800002,735.564161,735.6040147800002,735.6091973,736.0289371800002,d,1,0.40356160000010277,403.56160000010277,735.6091973,736.0289371800002,736.0392534,737.7090878800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3.0,m,013_y_m_h_a.jpg,happy,d,17,3,737.7122428,738.0090787800002,738.2462459000001,738.4031631800001,738.4080280999999,738.4488671800002,738.4537641,738.9334549799999,d,1,0.4707650000000285,470.7650000000285,738.4537641,738.9334549799999,738.9451440999999,740.5841517800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8.0,f,019_m_f_n_a.jpg,neutral,s,1,3,740.5883003000001,740.8841778799999,741.1264268000002,741.1347606800002,741.1376711999999,741.1746730799998,741.1762947999998,742.7802346800001,None,0,,,741.1762947999998,742.7802346800001,742.7843663000001,743.85085258,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11.0,f,030_o_f_n_a.jpg,neutral,s,17,3,743.8549218999999,744.1509533800001,744.3523874,744.5248357799999,744.5293500999999,744.5696946800001,744.5744265999999,745.0626432800002,s,1,0.47796100000005026,477.96100000005026,744.5744265999999,745.0626432800002,745.0688860000002,746.4343036799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,m,004_o_m_n_a.jpg,neutral,s,1,3,746.4386885000001,746.7343284800002,746.9350519000002,746.9433857800002,746.9440313000002,746.97928828,746.9789778000002,748.16889358,d,0,1.1777773000003435,1177.7773000003435,746.9789778000002,748.16889358,748.1777239999999,749.2759496800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5.0,m,027_o_m_n_a.jpg,neutral,s,17,3,749.2786825999999,749.5759888800001,749.7785387000001,749.93967748,749.9433144000002,749.9803958800001,749.9837034999998,750.5095343800001,s,1,0.5168629999998302,516.8629999998302,749.9837034999998,750.5095343800001,750.5213083000001,752.0009974800003,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3.0,m,013_y_m_s_a.jpg,sad,a,17,3,752.0039488,752.30105338,752.3240991999999,752.4609622800001,752.4642163000001,752.5022525800002,752.5053556,753.3953031799999,a,1,0.8831967999999506,883.1967999999506,752.5053556,753.3953031799999,753.4018490999999,755.20115538,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9.0,f,021_o_f_h_a.jpg,happy,d,1,3,755.2055065000002,755.50118898,755.7143856999999,755.7227195799999,755.7254709000001,755.7621678799999,755.7654064999999,757.0328602800002,a,0,1.2551963999999316,1255.1963999999316,755.7654064999999,757.0328602800002,757.0408070000001,758.6679314800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7.0,f,012_o_f_s_a.jpg,sad,a,17,3,758.6738558,758.9679363799999,758.9885783000002,759.11945098,759.1226981000002,759.16075768,759.1638885,759.66769688,a,1,0.4966408999998748,496.6408999998748,759.1638885,759.66769688,759.6780901,761.5928897800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6.0,m,033_o_m_n_a.jpg,neutral,s,17,3,761.5983782000001,761.89294098,762.0978210000001,762.2616153800002,762.2652214000002,762.3063053799999,762.3114833000002,763.5656246800002,a,0,1.244852599999831,1244.852599999831,762.3114833000002,763.5656246800002,763.573326,764.9096566800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7.0,f,012_o_f_s_a.jpg,sad,a,1,3,764.9124219000003,765.20970448,765.2289644999998,765.2372983799999,765.2379386,765.2747357800001,765.2761687,766.1492485800002,a,1,0.8642994000001636,864.2994000001636,765.2761687,766.1492485800002,766.1555799999999,767.6097117800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,12.0,f,040_y_f_n_a.jpg,neutral,s,17,3,767.6139658,767.9096591800001,768.1199543,768.27692778,768.2817266999998,768.3223439800001,768.3277740000001,768.9085026800001,s,1,0.565011400000003,565.011400000003,768.3277740000001,768.9085026800001,768.9187258,770.6014405799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4.0,m,016_y_m_n_a.jpg,neutral,s,1,3,770.6066106000001,770.9014349800002,771.1432510000002,771.1515848800002,771.1518615000002,771.18644698,771.1857026999999,772.0106054800001,s,1,0.8107829000000493,810.7829000000493,771.1857026999999,772.0106054800001,772.0170224000001,773.2931341800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,7.0,f,012_o_f_s_a.jpg,sad,a,1,3,773.2961843,773.59311718,773.6134814999998,773.6218153799998,773.6226718999999,773.6582275799999,773.6587720999999,774.5576550799999,s,0,0.8897148999999445,889.7148999999445,773.6587720999999,774.5576550799999,774.5652207,775.57655138,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5.0,m,027_o_m_h_a.jpg,happy,d,17,3,775.5794073,775.8765820800002,776.0880362999999,776.2481746800001,776.2514745000001,776.2923492799998,776.2971958999999,776.6858147800001,d,1,0.37945740000031947,379.45740000031947,776.2971958999999,776.6858147800001,776.6976049000002,777.8848288800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4.0,m,016_y_m_h_a.jpg,happy,d,1,3,777.8878530999998,778.1849113800001,778.2051657,778.21349958,778.2135113000002,778.2496564800001,778.2497564000003,778.9395365799999,d,1,0.6826510000000781,682.651000000078,778.2497564000003,778.9395365799999,778.9471701999998,780.8433522799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,8.0,f,019_m_f_n_a.jpg,neutral,s,17,3,780.8477577000001,781.14337228,781.3799683,781.5460456799999,781.5506323000002,781.5903172800001,781.5957516000001,782.05596498,s,1,0.448733700000048,448.733700000048,781.5957516000001,782.05596498,782.0677149,783.4600560800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,25,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3.0,m,013_y_m_h_a.jpg,happy,d,1,3,783.464115,783.7600638800002,783.9951020000001,784.0034358800001,784.0066838,784.0445678799999,784.0476040000001,784.86864128,d,1,0.8132037999998829,813.2037999998829,784.0476040000001,784.86864128,784.8803227999999,786.17676508,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,26,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,1.0,m,004_o_m_s_a.jpg,sad,a,17,3,786.1800153000002,786.4767792800001,786.4983104999999,786.63697398,786.6406961999999,786.6814734800002,786.6869101,787.3394555799998,a,1,0.6376152000002548,637.6152000002548,786.6869101,787.3394555799998,787.3511734000001,788.7268522800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,27,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,6.0,m,033_o_m_n_a.jpg,neutral,s,1,3,788.7298354000002,789.0268459800002,789.2309050000001,789.2392388800001,789.2400537999999,789.2779774799999,789.2821670000001,790.3246141800003,s,1,1.0264400000000933,1026.4400000000933,789.2821670000001,790.3246141800003,790.3361830000001,791.4268687800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,28,0,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,10.0,f,028_y_f_h_a.jpg,happy,d,1,3,791.4308745000001,791.7268691800002,791.7493378000001,791.7576716800002,791.7580014000002,791.7948502800002,791.7948134000001,792.42344428,s,0,0.6176117999998496,617.6117999998496,791.7948134000001,792.42344428,792.4317641999999,793.7769128799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,29,0,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1.0,m,004_o_m_n_a.jpg,neutral,s,1,3,793.7798885999998,794.0769138799999,794.2878468000001,794.2961806800001,794.2989390999999,794.3364487800002,794.3404100999999,795.05410788,s,1,0.7040600999998787,704.0600999998787,794.3404100999999,795.05410788,795.0653266000002,796.91866908,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,30,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10.0,f,028_y_f_n_a.jpg,neutral,s,17,3,796.9229886999999,797.2186764800001,797.4251971000001,797.5805763800001,797.5842559,797.6253065799999,797.6300503999998,798.03795208,s,1,0.39850879999994504,398.50879999994504,797.6300503999998,798.03795208,798.0496756,799.4353517800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,31,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,8.0,f,019_m_f_s_a.jpg,sad,a,1,3,799.4384591,799.7353547800001,799.9693795000001,799.9777133800001,799.9803414999999,800.0174441800002,800.0200014999998,800.8660073799999,s,0,0.8327222999996593,832.7222999996593,800.0200014999998,800.8660073799999,800.8772457000002,802.3603630800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,32,0,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,7.0,f,012_o_f_s_a.jpg,sad,a,1,3,802.3644793000001,802.66036818,802.6843658999999,802.6926997799999,802.6934005,802.7281805800001,802.7280291999998,803.3700973799998,s,0,0.628414199999952,628.414199999952,802.7280291999998,803.3700973799998,803.3760116000001,805.06050768,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,33,0,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,9.0,f,021_o_f_s_a.jpg,sad,a,1,3,805.0647439000002,805.3605118799999,805.3750312,805.38336508,805.3843130000002,805.41983198,805.4199698999998,806.3572679800002,a,1,0.9285878000000594,928.5878000000594,805.4199698999998,806.3572679800002,806.3664494000002,808.2105517799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,34,0,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3.0,m,013_y_m_n_a.jpg,neutral,s,1,3,808.2152729000002,808.51054598,808.7432887000002,808.7516225800002,808.7519166,808.7869022799998,808.7868095000001,809.4689925800001,a,0,0.6657230999999229,665.7230999999229,808.7868095000001,809.4689925800001,809.4771677000001,811.28554298,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,35,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,5.0,m,027_o_m_h_a.jpg,happy,d,17,3,811.2896842000002,811.58554708,811.7943656999998,811.96330078,811.9678154999999,812.00530568,812.0072539999999,812.4459425799998,d,1,0.4290922000000137,429.0922000000137,812.0072539999999,812.4459425799998,812.4517613999999,813.5605594800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,36,0,36,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3.0,m,013_y_m_s_a.jpg,sad,a,17,3,813.5637746999998,813.86049118,813.8828965,814.0206186799999,814.0255727000001,814.0652837800001,814.069686,814.9650677800003,a,1,0.8787870000001021,878.7870000001021,814.069686,814.9650677800003,814.9734107000002,816.3855532800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,37,0,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12.0,f,040_y_f_h_a.jpg,happy,d,17,3,816.3882716999999,816.6856281799999,816.7059553000001,816.8372114800002,816.8406243000002,816.8784700799999,816.8817845000001,817.5513163799999,d,1,0.6586610999997902,658.6610999997902,816.8817845000001,817.5513163799999,817.5608730000001,818.9857539800003,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,38,0,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,11.0,f,030_o_f_n_a.jpg,neutral,s,1,3,818.9899004000001,819.2857595799999,819.4964072,819.50474108,819.504737,819.5423090800002,819.5463366000001,820.5833528800001,a,0,1.0260424999996758,1026.0424999996758,819.5463366000001,820.5833528800001,820.5917993999999,822.3441651800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,39,0,39,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,5.0,m,027_o_m_n_a.jpg,neutral,s,17,3,822.3502829000001,822.6442146800002,822.8626492000001,823.0232200799999,823.0268254,823.0680652799999,823.0730644000002,823.5433163800001,s,1,0.4594211999997242,459.4211999997242,823.0730644000002,823.5433163800001,823.5550495,825.5274778800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,40,0,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,6.0,m,033_o_m_n_a.jpg,neutral,s,1,3,825.5313936,825.82753768,826.0167721,826.02510598,826.0257828000001,826.0620676800002,826.0618111000001,827.19562518,d,0,1.11864659999992,1118.64659999992,826.0618111000001,827.19562518,827.2029195000002,828.98596858,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,41,0,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,11.0,f,030_o_f_h_a.jpg,happy,d,1,3,828.9899784000002,829.2859497800002,829.4827515,829.49108538,829.4910811000002,829.52877818,829.5288118999999,830.2364966799998,d,1,0.6917511999999988,691.7511999999988,829.5288118999999,830.2364966799998,830.2466566,831.5943091800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,42,0,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,10.0,f,028_y_f_s_a.jpg,sad,a,17,3,831.5973654000002,831.8942305799999,831.914955,832.0459588800002,832.0497223,832.0903988799998,832.0957758000002,832.9530848800002,a,1,0.8449639999998908,844.9639999998908,832.0957758000002,832.9530848800002,832.9646168000002,834.51939578,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,43,0,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,4.0,m,016_y_m_h_a.jpg,happy,d,17,3,834.5235848999998,834.81940568,834.8405570000002,834.97102298,834.9753879000002,835.01631488,835.0212672,835.4484518800002,d,1,0.4151941000000079,415.1941000000079,835.0212672,835.4484518800002,835.4589681999998,837.0694392799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,44,0,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,12.0,f,040_y_f_h_a.jpg,happy,d,1,3,837.0725755000001,837.3692788800001,837.3782136000002,837.3865474800002,837.3868338999998,837.4221327799999,837.4217412999999,838.21466678,d,1,0.7826614000000518,782.6614000000518,837.4217412999999,838.21466678,838.2228031000002,840.0694315799999,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,45,0,45,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,4.0,m,016_y_m_s_a.jpg,sad,a,17,3,840.0735189999998,840.3694863799999,840.3926336000002,840.5294469799999,840.5328046000002,840.57243288,840.5771860000002,841.2523773800001,a,1,0.6595145999999659,659.5145999999659,840.5771860000002,841.2523773800001,841.2593207000002,843.1778335800002,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,46,0,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,1.0,m,004_o_m_n_a.jpg,neutral,s,17,3,843.1818429000002,843.47795668,843.7019776999998,843.8688666800001,843.8737967999998,843.91329268,843.9183111999998,844.7232876800001,s,1,0.79014079999979,790.14079999979,843.9183111999998,844.7232876800001,844.7350669,846.4278775800001,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,47,0,47,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,7.0,f,012_o_f_s_a.jpg,sad,a,1,3,846.4309709000001,846.7279154800001,846.748214,846.75654788,846.7568859999999,846.7928241800003,846.7924513999999,847.5320437799999,s,0,0.7320859999999811,732.0859999999811,846.7924513999999,847.5320437799999,847.5405880000001,848.73628398,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,48,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,3.0,m,013_y_m_s_a.jpg,sad,a,17,3,848.7393806000002,849.0363448800001,849.0580259999999,849.1962063799999,849.1994440999999,849.2380662799999,849.2407325000001,850.0125110800002,a,1,0.7636300999997729,763.6300999997729,849.2407325000001,850.0125110800002,850.0186412,851.73638598,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
,,,,2,0,2,0,49,0,49,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3.0,m,013_y_m_h_a.jpg,happy,d,1,3,851.7403178000002,852.0364118800001,852.2843424999999,852.2926763799999,852.2934407999999,852.33015408,852.3300686999999,853.13145448,a,0,0.7864205999999285,786.4205999999285,852.3300686999999,853.13145448,853.14364,855.0947572799998,,,EmoCon002,2020_Dec_09_1707,EmoCon_Pilot_120Hz,2020.2.4,120.10006737610905,
